call_id,student_name,year,location,tech_stack,transcript_text,sentiment_label,remarks_by_counselor,@
218,Aditi Mehta,2023,Noida,Python with AI and ML,Age kid bed camera floor environment need reality specific onto.,Positive,Student showed strong interest,
219,Krishna Kumar,2023,Noida,Python with Data Science,Election article half although card water far change magazine production.,Positive,Very enthusiastic about the course,
220,Riya Patel,2023,Lucknow,Python with Data Science,Stand major firm say prevent fact evidence choose able store yourself north question reflect smile simply.,Positive,Agreed to join training,
221,Aarav Saxena,2024,Noida,Java Full Stack,Author base together key wall relationship change you.,Positive,Student showed strong interest,
222,Vihaan Sharma,2022,Noida,Python with AI and ML,Page tax weight between brother anyone house collection public.,Positive,Student showed strong interest,
223,Vihaan Joshi,2024,Noida,Python with AI and ML,Goal set look protect trial listen past amount mission Congress director argue court.,Positive,Very enthusiastic about the course,
224,Arjun Agarwal,2024,Lucknow,Python with Data Science,Table season with run within stage eye commercial north still result short laugh similar.,Positive,Agreed to join training,
225,Krishna Sharma,2022,Noida,Python with AI and ML,Ability once wind drug its serious key eat seven course country among its per anything prevent.,Positive,Agreed to join training,
226,Saanvi Joshi,2023,Noida,Java Full Stack,Old hope forget left be worry debate him nor skin necessary.,Positive,Very enthusiastic about the course,
227,Priya Bhatia,2023,Lucknow,MERN Stack,Treatment staff plan north us feel season check second majority inside month.,Positive,Agreed to join training,
228,Saanvi Kapoor,2025,Noida,Java Full Stack,Camera out company general significant professional play fear whom special yes term compare song clearly.,Positive,Very enthusiastic about the course,
229,Ananya Mehta,2025,Lucknow,Python with Data Science,Certainly yet party and lay political hot trouble.,Positive,Student showed strong interest,
230,Krishna Malhotra,2024,Lucknow,Python with Data Science,Least grow through them dog shoulder technology man control project energy.,Positive,Agreed to join training,
231,Meera Mishra,2023,Lucknow,Python with Data Science,End physical stay nice move draw usually question think four while population card turn main.,Positive,Agreed to join training,
232,Vivaan Verma,2022,Noida,MERN Stack,General gas form conference radio paper student actually sing provide ten early game eye where.,Positive,Very enthusiastic about the course,
233,Aditya Sharma,2022,Noida,Java Full Stack,Rock better behavior series power project policy baby truth explain card safe loss trade both environmental.,Positive,Student showed strong interest,
234,Saanvi Bhatia,2022,Noida,Python with Data Science,Difficult want have computer her house recent because.,Positive,Student showed strong interest,
235,Rohan Singh,2024,Lucknow,Python with Data Science,Than walk heart manager decision to attorney charge really strategy plan chair mouth water.,Positive,Very enthusiastic about the course,
236,Aditi Sharma,2024,Noida,Java Full Stack,Group reduce common live after change nothing social size sister matter between alone care marriage kid.,Positive,Agreed to join training,
237,Vihaan Reddy,2022,Noida,Python with AI and ML,School institution race company take yes technology especially.,Positive,Student showed strong interest,
238,Aditi Agarwal,2024,Noida,Python with AI and ML,Defense kid by floor evening plant campaign finally.,Positive,Student showed strong interest,
239,Saanvi Kumar,2022,Lucknow,MERN Stack,Yard practice take analysis hold fast teacher court fact.,Positive,Student showed strong interest,
240,Arjun Mehta,2024,Noida,Python with AI and ML,Answer offer person part central start start visit.,Positive,Agreed to join training,
241,Priya Saxena,2024,Lucknow,Python with Data Science,West talk fear player protect hundred simply later suddenly.,Positive,Student showed strong interest,
242,Kavya Yadav,2023,Lucknow,Java Full Stack,Let law wall police thus environment society office add market effect structure his citizen activity.,Positive,Agreed to join training,
243,Meera Pandey,2025,Noida,MERN Stack,In have skin partner leader economy couple successful them up body skill his technology region.,Positive,Student showed strong interest,
244,Ishita Verma,2023,Noida,MERN Stack,Require water address own art thank down.,Positive,Very enthusiastic about the course,
245,Aditi Pandey,2024,Lucknow,Python with Data Science,Talk citizen quite want anything develop talk reveal market land end good international consider.,Positive,Agreed to join training,
246,Diya Joshi,2023,Noida,Java Full Stack,Series similar check fund soon themselves field once have hear professor beyond.,Positive,Very enthusiastic about the course,
247,Riya Agarwal,2023,Lucknow,Python with AI and ML,Live any professional security girl off act role church writer.,Positive,Very enthusiastic about the course,
248,Aditya Malhotra,2024,Lucknow,Java Full Stack,Management minute real expert continue tonight together staff purpose forward paper here great throughout science.,Positive,Student showed strong interest,
249,Aditi Chopra,2025,Lucknow,Python with AI and ML,Office build those dog arrive project professional national decade national true.,Positive,Agreed to join training,
250,Priya Mehta,2024,Noida,Java Full Stack,Weight clearly reveal during appear but nation bag say nice leave exist push practice society.,Positive,Student showed strong interest,
251,Ishaan Yadav,2024,Lucknow,Java Full Stack,North sport her miss tonight exist cup name suddenly floor kitchen on maintain field national report.,Positive,Student showed strong interest,
252,Kavya Yadav,2024,Lucknow,Python with Data Science,Still establish economy off mean news natural way hot night girl.,Positive,Agreed to join training,
253,Saanvi Verma,2025,Lucknow,MERN Stack,Various forget organization could at station discover between focus should owner son thousand.,Positive,Student showed strong interest,
254,Priya Jain,2024,Noida,Python with Data Science,Discuss impact bed they different analysis less write training whole drive blue.,Positive,Student showed strong interest,
255,Priya Gupta,2023,Lucknow,Java Full Stack,Stand professional lot student main treatment center season cup where crime approach wear star consumer.,Positive,Student showed strong interest,
256,Ishita Malhotra,2024,Noida,Python with AI and ML,Worry reduce wonder often discuss later statement avoid entire human.,Positive,Student showed strong interest,
257,Priya Bhatia,2024,Lucknow,MERN Stack,Fine sister perhaps find agent number machine buy.,Positive,Agreed to join training,
258,Ishita Mishra,2024,Noida,Python with Data Science,Surface story need hand face claim collection story according view suddenly adult.,Positive,Student showed strong interest,
259,Rohan Yadav,2024,Lucknow,Python with AI and ML,Who particular when technology assume book very teach.,Positive,Very enthusiastic about the course,
260,Saanvi Mehta,2025,Noida,Python with AI and ML,Run notice actually drive sport itself capital place call soon common this rise keep when.,Positive,Student showed strong interest,
261,Aarav Nair,2025,Lucknow,Java Full Stack,Produce save program who he how sell raise old along.,Positive,Student showed strong interest,
262,Kavya Reddy,2025,Noida,Python with AI and ML,Few so war road choose alone share candidate hit value however unit than back.,Positive,Agreed to join training,
263,Ananya Agarwal,2025,Noida,Python with AI and ML,Reduce line factor language chance military down yeah sometimes provide.,Positive,Student showed strong interest,
264,Kavya Saxena,2023,Noida,MERN Stack,He clearly number air nearly personal knowledge window memory network institution.,Positive,Agreed to join training,
265,Ananya Bhatia,2023,Lucknow,Java Full Stack,Oil experience table discover worker analysis tonight field own keep much person necessary door bad.,Positive,Student showed strong interest,
266,Sneha Sharma,2024,Lucknow,Python with AI and ML,True provide mention significant place the wind five ever us range kid authority.,Positive,Student showed strong interest,
267,Ananya Gupta,2023,Noida,Java Full Stack,You subject thus Republican accept prepare himself dark change business one movie or significant.,Positive,Student showed strong interest,
268,Kavya Reddy,2022,Lucknow,Python with AI and ML,Mrs herself production result factor fill investment senior woman with hundred story.,Positive,Student showed strong interest,
269,Riya Patel,2025,Noida,Python with Data Science,Nearly same seven walk success seem establish down movie fast dinner others.,Positive,Agreed to join training,
270,Vihaan Jain,2025,Lucknow,Python with AI and ML,Major magazine feel alone stock wish nation strong place court policy president follow term man.,Positive,Agreed to join training,
271,Ishaan Verma,2022,Noida,Python with Data Science,Past lay capital room place this personal magazine citizen.,Positive,Very enthusiastic about the course,
272,Aditi Kapoor,2022,Lucknow,Python with Data Science,Recognize source dog recent else cultural hope local challenge physical material many out.,Positive,Agreed to join training,
273,Ishita Reddy,2025,Lucknow,Python with Data Science,Wish magazine agree among approach scene he hard imagine seven new prove whole always man.,Positive,Very enthusiastic about the course,
274,Diya Kumar,2023,Lucknow,Python with Data Science,Pretty safe purpose read outside building front environment population.,Positive,Very enthusiastic about the course,
275,Ananya Joshi,2023,Lucknow,Python with AI and ML,Final official you simple worker word theory politics store attorney soldier.,Positive,Student showed strong interest,
276,Ishita Nair,2023,Lucknow,Python with AI and ML,Senior customer myself off night blood purpose court.,Positive,Agreed to join training,
277,Meera Malhotra,2025,Noida,Python with Data Science,Want teacher trial major player serve study space impact and senior describe.,Positive,Student showed strong interest,
278,Aditi Joshi,2023,Noida,MERN Stack,Give study sure knowledge PM lose part fill read fish shoulder middle off rest create matter.,Positive,Very enthusiastic about the course,
279,Priya Patel,2023,Noida,Python with AI and ML,Information test when bad really government least administration.,Positive,Very enthusiastic about the course,
280,Priya Jain,2025,Noida,Python with Data Science,South stock shake tonight condition fish work deal economy foot draw stage in.,Positive,Very enthusiastic about the course,
281,Sai Bhatia,2023,Lucknow,Java Full Stack,Much pretty wait building interesting opportunity necessary at anyone send cultural billion chance good.,Positive,Student showed strong interest,
282,Diya Nair,2024,Noida,Python with Data Science,Without give enter institution sometimes town body.,Positive,Very enthusiastic about the course,
283,Arjun Yadav,2024,Noida,Java Full Stack,Mother live test stay color country beyond gas course fill now once.,Positive,Very enthusiastic about the course,
284,Vihaan Malhotra,2023,Noida,Java Full Stack,Yourself compare wrong add different sell image development life sound miss now point marriage position.,Positive,Agreed to join training,
285,Aditya Kumar,2023,Noida,Java Full Stack,Attack popular Republican answer work drop responsibility yard administration total.,Positive,Very enthusiastic about the course,
286,Riya Kapoor,2024,Noida,Java Full Stack,Police budget many fall sign piece wife up plan.,Positive,Very enthusiastic about the course,
287,Ishita Sharma,2024,Lucknow,MERN Stack,Many property hold forget choose side off soldier spring news quickly ready building.,Positive,Student showed strong interest,
288,Diya Joshi,2023,Lucknow,Python with Data Science,Stage speak commercial hit sport various middle continue wish boy oil building.,Positive,Student showed strong interest,
289,Kabir Joshi,2025,Lucknow,Python with Data Science,Structure can on wide wonder value experience guess author mention today heavy someone.,Positive,Very enthusiastic about the course,
290,Meera Gupta,2024,Lucknow,Java Full Stack,Reality sell apply wish page buy next ready recent.,Positive,Student showed strong interest,
291,Ishaan Mehta,2024,Noida,Python with Data Science,Local end thing born name live toward leave my teach size player discussion station center.,Positive,Agreed to join training,
292,Vivaan Kapoor,2024,Lucknow,Python with AI and ML,Easy nor special natural pick economy on eight lose image pay detail capital.,Positive,Agreed to join training,
293,Arjun Nair,2023,Lucknow,Java Full Stack,First I anything although back time however whole executive above down.,Positive,Student showed strong interest,
294,Kabir Sharma,2023,Noida,Python with Data Science,Look campaign thought hard goal organization region American relationship image bring it eight reach member system.,Positive,Agreed to join training,
295,Priya Mehta,2023,Lucknow,Java Full Stack,Interesting relationship believe company leader same bag number leg same affect.,Positive,Agreed to join training,
296,Ishaan Mishra,2025,Lucknow,MERN Stack,Write modern until wrong radio answer organization themselves relate city station such visit.,Positive,Very enthusiastic about the course,
297,Aditya Verma,2023,Lucknow,Java Full Stack,Whatever than what another a marriage training end.,Positive,Agreed to join training,
298,Ishita Nair,2025,Noida,Python with AI and ML,Rich commercial forget talk leg also many.,Positive,Agreed to join training,
299,Sneha Malhotra,2025,Lucknow,Python with AI and ML,Actually catch difficult since front media president president film month mouth tough miss authority.,Positive,Agreed to join training,
300,Kavya Nair,2023,Lucknow,Python with AI and ML,Possible learn benefit design baby appear identify stay matter.,Positive,Agreed to join training,
301,Ishita Agarwal,2024,Lucknow,Java Full Stack,Sing friend last specific inside establish majority full detail.,Positive,Student showed strong interest,
302,Priya Saxena,2024,Noida,MERN Stack,More magazine president put agree grow since really close firm.,Positive,Student showed strong interest,
303,Aditi Chopra,2023,Lucknow,Java Full Stack,Seem significant health bank go physical strong.,Positive,Agreed to join training,
304,Ishaan Mehta,2024,Noida,Java Full Stack,At shoulder candidate along thing goal future their program about relate.,Positive,Agreed to join training,
305,Vihaan Kapoor,2024,Lucknow,MERN Stack,Would total fire executive themselves action allow store suffer.,Positive,Agreed to join training,
306,Arjun Agarwal,2025,Noida,Python with AI and ML,Though trade move answer test Democrat fear expect travel evidence animal really best big might.,Positive,Student showed strong interest,
307,Saanvi Bhatia,2023,Noida,Java Full Stack,Gun event for close level although house prevent none.,Positive,Very enthusiastic about the course,
308,Aarav Pandey,2025,Noida,Python with Data Science,Natural follow weight because give government make hospital four think statement series whatever why yeah market.,Positive,Very enthusiastic about the course,
309,Diya Pandey,2022,Noida,Python with Data Science,Its keep wind painting this level national.,Positive,Very enthusiastic about the course,
310,Sai Reddy,2025,Noida,MERN Stack,Would free open professor draw firm day.,Positive,Very enthusiastic about the course,
311,Vivaan Jain,2025,Noida,MERN Stack,Resource half decade model himself determine state result kitchen anyone every.,Positive,Very enthusiastic about the course,
312,Riya Saxena,2022,Lucknow,Python with AI and ML,Movement statement north war region father machine turn within start sit serve the door.,Positive,Very enthusiastic about the course,
313,Aarav Malhotra,2023,Noida,MERN Stack,Participant note light onto edge doctor bar only.,Positive,Agreed to join training,
314,Arjun Patel,2024,Noida,Java Full Stack,Water believe cup run billion turn sell item marriage.,Positive,Student showed strong interest,
315,Aditi Kapoor,2024,Lucknow,MERN Stack,Animal get strong carry center sit blood chair live read cover determine drug tree.,Positive,Very enthusiastic about the course,
316,Aditi Agarwal,2022,Lucknow,Python with AI and ML,Fine compare perform animal reveal TV raise full color per.,Positive,Agreed to join training,
317,Aditi Singh,2024,Lucknow,Python with AI and ML,Point become risk dinner face read develop.,Positive,Agreed to join training,
318,Riya Malhotra,2024,Lucknow,Python with Data Science,Court later structure against you evening turn large draw Democrat say weight.,Positive,Very enthusiastic about the course,
319,Priya Patel,2024,Lucknow,Java Full Stack,Bed student couple economic interesting quickly experience prove.,Positive,Student showed strong interest,
320,Krishna Sharma,2023,Lucknow,Python with Data Science,Early guy keep picture director there become issue.,Positive,Student showed strong interest,
321,Meera Bhatia,2022,Noida,Python with AI and ML,Current several its reach now other assume child already.,Positive,Agreed to join training,
322,Riya Joshi,2023,Lucknow,Python with AI and ML,Personal list more police apply war next ok door challenge.,Positive,Student showed strong interest,
323,Arjun Jain,2024,Noida,MERN Stack,Sometimes win finish which PM would pick local hope less read.,Positive,Student showed strong interest,
324,Aditya Saxena,2023,Lucknow,Python with Data Science,Vote operation today simply wonder modern much oil kitchen start science yes create.,Positive,Very enthusiastic about the course,
325,Aarav Sharma,2023,Noida,Python with AI and ML,Page certain home decide side control future give professor receive suddenly Democrat.,Positive,Student showed strong interest,
326,Sai Chopra,2024,Lucknow,MERN Stack,Process threat question also water responsibility degree program coach.,Positive,Agreed to join training,
327,Aarav Kumar,2024,Noida,Java Full Stack,Off your realize score grow they heart group consider involve ago parent quickly its top.,Positive,Student showed strong interest,
328,Aditi Chopra,2025,Lucknow,Python with Data Science,Western business any majority great pattern in investment get threat whose year career listen phone skin.,Positive,Student showed strong interest,
329,Ishita Patel,2022,Lucknow,Java Full Stack,Yes speech only again even arm billion store.,Positive,Agreed to join training,
330,Arjun Nair,2025,Lucknow,Python with AI and ML,Test bag without far discussion start part third above seven girl arm field identify.,Positive,Very enthusiastic about the course,
331,Aditi Mehta,2022,Noida,Python with Data Science,Whole design us need receive sure end student no could Republican.,Positive,Agreed to join training,
332,Vivaan Mehta,2022,Noida,Python with Data Science,State water up foot night with next account manager news a court inside test.,Positive,Very enthusiastic about the course,
333,Diya Gupta,2023,Noida,Java Full Stack,Though often increase bag end see give thing magazine late nice story account prepare once bag.,Positive,Very enthusiastic about the course,
334,Vihaan Bhatia,2024,Noida,MERN Stack,Stay like see key animal our game arrive suggest concern guess affect.,Negative,Will not join,
335,Rohan Saxena,2025,Noida,Java Full Stack,Book sing store rather item start per week present eye.,Negative,Found fees too high,
336,Sneha Sharma,2025,Lucknow,Python with Data Science,Source shake laugh maybe foreign report mind per improve say and stand next.,Negative,Not interested in training,
337,Ananya Jain,2022,Lucknow,Java Full Stack,Too general as doctor tree Congress lot head enough defense agency worker local real.,Negative,Will not join,
338,Ananya Singh,2022,Noida,Java Full Stack,Simply your necessary guy camera if serve begin very ok guy old today appear she.,Negative,Not interested in training,
339,Arjun Patel,2023,Noida,Python with AI and ML,He meeting adult benefit east management explain head evening let boy.,Negative,Not interested in training,
340,Ishaan Agarwal,2024,Noida,Java Full Stack,Image drive produce summer realize often result us action Republican firm concern letter specific.,Negative,Will not join,
341,Krishna Nair,2025,Noida,Java Full Stack,Eye official low natural pretty wear affect him Democrat wait card day population ready rock section.,Negative,Found fees too high,
342,Aarav Pandey,2022,Lucknow,Python with Data Science,Keep clearly field cup and bar up.,Negative,Will not join,
343,Sneha Joshi,2022,Noida,Java Full Stack,Someone establish voice bring section season change stuff mouth successful seek what.,Negative,Not interested in training,
344,Aditya Agarwal,2025,Noida,Python with Data Science,Voice enough between decade pull take girl high light product.,Negative,Found fees too high,
345,Sai Kapoor,2023,Lucknow,MERN Stack,Help accept drug indicate everyone other necessary line get.,Negative,Will not join,
346,Meera Patel,2023,Noida,MERN Stack,Must effect base mean ready this as radio true person.,Negative,Found fees too high,
347,Aarav Yadav,2023,Noida,Python with AI and ML,West drive today amount return performance inside for change catch however look their save join.,Negative,Will not join,
348,Sneha Gupta,2024,Lucknow,MERN Stack,Paper with soldier hold home very talk.,Negative,Not interested in training,
349,Kabir Verma,2023,Noida,MERN Stack,Rest week office employee admit nor meeting.,Negative,Found fees too high,
350,Aditi Yadav,2025,Noida,MERN Stack,Friend still herself happen several lot than discuss strategy after serve nation build week audience why.,Negative,Not interested in training,
351,Ananya Nair,2022,Lucknow,MERN Stack,Tough try within other method concern experience least administration consumer rich compare.,Negative,Found fees too high,
352,Rohan Gupta,2025,Noida,Java Full Stack,Lose player record worker least become law word paper tree teach.,Negative,Will not join,
353,Meera Bhatia,2023,Noida,Python with AI and ML,Evidence real past question film bit herself son property doctor various information almost set today where.,Negative,Not interested in training,
354,Riya Pandey,2022,Lucknow,Java Full Stack,Lot care glass play avoid really specific write leader win while cell food positive.,Negative,Will not join,
355,Ishita Chopra,2025,Noida,MERN Stack,Bring area political military than color parent increase if six say act.,Negative,Not interested in training,
356,Ishita Reddy,2022,Noida,MERN Stack,Consider carry floor even kind smile hotel strong.,Negative,Not interested in training,
357,Meera Kapoor,2022,Noida,Python with Data Science,Security blood provide build process office major later.,Negative,Not interested in training,
358,Sneha Mehta,2023,Lucknow,Python with Data Science,Available wear physical up perform safe us third will break foot you authority record body why.,Negative,Will not join,
359,Kabir Malhotra,2023,Noida,Python with Data Science,Else expert military cause pretty hear significant agree no.,Negative,Will not join,
360,Diya Patel,2024,Lucknow,Python with Data Science,Force break more you say statement Democrat together boy author establish.,Negative,Not interested in training,
361,Ishaan Malhotra,2022,Noida,Python with Data Science,Lead early wrong again condition box him.,Negative,Found fees too high,
362,Aditi Chopra,2024,Lucknow,MERN Stack,Design community hard father employee work clear put huge.,Negative,Not interested in training,
363,Vihaan Gupta,2024,Noida,Python with Data Science,Later scientist fact drive bank believe stand.,Negative,Found fees too high,
364,Diya Patel,2022,Noida,MERN Stack,Myself five Mrs require network exist manager idea bad.,Negative,Found fees too high,
365,Aditya Verma,2023,Lucknow,Python with Data Science,Book figure party prepare thousand next Mr when.,Negative,Not interested in training,
366,Krishna Mehta,2023,Noida,Python with Data Science,By rather mind cell shoulder avoid peace important hit detail.,Negative,Not interested in training,
367,Meera Singh,2025,Lucknow,Python with Data Science,Your discuss charge help light hard quite create set visit reality good attention say.,Negative,Found fees too high,
368,Aditi Saxena,2023,Noida,Java Full Stack,Pull threat commercial lay north each why sea write plant turn attack around call red.,Negative,Found fees too high,
369,Krishna Pandey,2022,Lucknow,Python with AI and ML,Form item nor method any president realize still age would discover yeah current morning.,Negative,Will not join,
370,Ananya Agarwal,2022,Noida,Python with Data Science,Father issue consider expert feeling however scientist.,Negative,Will not join,
371,Sneha Malhotra,2023,Noida,MERN Stack,Economy participant serious through decision difference from about among box report seem speech develop.,Negative,Found fees too high,
372,Aditya Reddy,2022,Noida,Java Full Stack,Commercial leg number rather clear scene when later soon message benefit where cell attention sport home.,Negative,Not interested in training,
373,Ananya Gupta,2024,Noida,Python with Data Science,Environment phone nearly keep size owner economy shoulder great goal Mr.,Negative,Will not join,
374,Meera Patel,2023,Noida,Python with Data Science,Debate others mouth claim my sort hot meet.,Negative,Found fees too high,
375,Arjun Joshi,2023,Lucknow,Python with Data Science,Rule according surface set product number food line.,Negative,Not interested in training,
376,Riya Patel,2022,Lucknow,Java Full Stack,Describe degree story free seek if in real man.,Negative,Not interested in training,
377,Krishna Verma,2023,Lucknow,Python with AI and ML,Money level a near good discussion beyond main record include operation nice.,Negative,Not interested in training,
378,Ishaan Verma,2025,Noida,Python with AI and ML,Business collection beyond program style task whether store special at.,Negative,Will not join,
379,Kavya Mehta,2023,Lucknow,Python with AI and ML,Free into leave social south enter top successful never agency agreement learn.,Negative,Found fees too high,
380,Riya Yadav,2025,Lucknow,Java Full Stack,Whose agree stand believe statement interesting talk leader company fine set.,Negative,Will not join,
381,Diya Reddy,2023,Noida,MERN Stack,Listen citizen could go bar until such pressure bar knowledge themselves language short sometimes green energy.,Negative,Not interested in training,
382,Aditi Malhotra,2025,Lucknow,Python with AI and ML,Measure general remain two language simply see various next.,Negative,Not interested in training,
383,Aarav Malhotra,2023,Lucknow,Python with AI and ML,For one try too leader treat truth far can.,Negative,Found fees too high,
384,Saanvi Saxena,2022,Noida,Python with AI and ML,Stuff ready house sure fill key down.,Negative,Will not join,
385,Vihaan Nair,2025,Noida,Python with AI and ML,Head especially market husband off couple three difference every character hear responsibility national accept in.,Negative,Will not join,
386,Kabir Agarwal,2024,Lucknow,Java Full Stack,Democrat experience commercial option well participant by.,Negative,Not interested in training,
387,Ananya Mishra,2025,Lucknow,Python with Data Science,Individual of half receive above discover growth color realize.,Negative,Found fees too high,
388,Rohan Yadav,2022,Lucknow,MERN Stack,Hit activity human senior middle computer style choice before matter you.,Negative,Not interested in training,
389,Sai Reddy,2024,Noida,MERN Stack,Better us responsibility mention someone total heavy between reality product scene.,Negative,Not interested in training,
390,Saanvi Malhotra,2023,Noida,Python with Data Science,Personal stock teach number lawyer level close identify attack onto I friend best box sound.,Negative,Will not join,
391,Sai Malhotra,2024,Noida,MERN Stack,Television medical card rate popular vote speak school resource event three move believe.,Negative,Not interested in training,
392,Vihaan Chopra,2024,Lucknow,Java Full Stack,Manager federal edge better probably herself born of cell happen range popular.,Negative,Will not join,
393,Rohan Jain,2022,Noida,Java Full Stack,Certain mission son tend reduce trip lot later knowledge break game art voice.,Negative,Found fees too high,
394,Vihaan Malhotra,2024,Noida,MERN Stack,Public fast garden against rate and force per leave.,Negative,Not interested in training,
395,Diya Singh,2023,Lucknow,Java Full Stack,Responsibility difference try social without fill subject modern determine responsibility.,Negative,Found fees too high,
396,Aditi Saxena,2025,Noida,Java Full Stack,Its center vote security manager capital hot interview up boy.,Negative,Not interested in training,
397,Rohan Chopra,2023,Noida,MERN Stack,Again fast line doctor difference our professor spend picture performance without everybody exactly hundred.,Negative,Found fees too high,
398,Ishita Chopra,2025,Noida,Python with AI and ML,Catch college including court law add school how discover chance might mother operation threat.,Negative,Not interested in training,
399,Krishna Malhotra,2025,Noida,MERN Stack,Trial across there end standard maybe lawyer pay gun west old game forget.,Negative,Not interested in training,
400,Diya Kumar,2023,Lucknow,Python with AI and ML,Media fall site fund relate his center human dream which free else.,Negative,Will not join,
401,Arjun Kapoor,2023,Lucknow,Python with Data Science,Head red bag expect car hand hand just agent its head push.,Negative,Not interested in training,
402,Kabir Gupta,2025,Lucknow,Python with AI and ML,New learn like phone last reveal prepare return mean.,Negative,Not interested in training,
403,Kabir Mishra,2025,Lucknow,Java Full Stack,Almost important school where seem performance month likely than say activity within state tell owner.,Negative,Not interested in training,
404,Kavya Yadav,2025,Noida,Java Full Stack,Talk detail indeed amount success across prove.,Negative,Not interested in training,
405,Riya Gupta,2023,Noida,Python with AI and ML,Mission firm can audience official mention they yourself board effort near.,Negative,Found fees too high,
406,Sneha Kapoor,2024,Lucknow,Python with Data Science,Rise save identify level level become develop little exist clearly blood claim.,Negative,Not interested in training,
407,Sneha Kumar,2025,Noida,Java Full Stack,Popular what according hope true lay check level condition.,Negative,Found fees too high,
408,Aarav Pandey,2023,Lucknow,Java Full Stack,Present sing garden cultural industry follow grow recently scene low act indeed upon economy great prevent.,Negative,Will not join,
409,Vivaan Yadav,2023,Noida,Python with Data Science,Never up keep step face leave girl change perhaps laugh.,Negative,Will not join,
410,Aditya Saxena,2024,Noida,Java Full Stack,By rest about trouble system wrong feel leg mind.,Negative,Not interested in training,
411,Krishna Verma,2022,Noida,Python with AI and ML,Food compare race all fact figure improve.,Negative,Found fees too high,
412,Sneha Reddy,2025,Noida,MERN Stack,Claim much especially media lose treat most box material bed town traditional simple song hot.,Negative,Not interested in training,
413,Saanvi Bhatia,2025,Lucknow,Python with Data Science,Age send sometimes better like position carry yes.,Negative,Not interested in training,
414,Kavya Gupta,2025,Noida,Python with AI and ML,Board late sister give deep kind rule decision table whatever process like.,Negative,Not interested in training,
415,Aditi Saxena,2023,Lucknow,Python with Data Science,Describe find they fine animal return around.,Negative,Will not join,
416,Meera Mishra,2024,Lucknow,Python with AI and ML,Along them direction relate friend program song business administration theory once financial.,Negative,Found fees too high,
417,Priya Pandey,2022,Lucknow,MERN Stack,Whose cultural cut surface what maintain hospital former smile.,Negative,Not interested in training,
418,Ishaan Mehta,2022,Noida,Java Full Stack,Treatment look see know protect way federal score mention camera specific expert write executive themselves base.,Negative,Not interested in training,
419,Aditi Saxena,2023,Noida,Python with Data Science,Beautiful building position in about case front teach magazine management their product time our government.,Negative,Will not join,
420,Kabir Yadav,2022,Lucknow,MERN Stack,Company type design food feeling perhaps building consider.,Negative,Not interested in training,
421,Arjun Gupta,2025,Noida,Java Full Stack,His land thousand approach democratic card agency seat success growth.,Negative,Found fees too high,
422,Saanvi Reddy,2025,Noida,MERN Stack,Three plant voice true work us fund win early.,Negative,Not interested in training,
423,Vihaan Chopra,2024,Lucknow,Java Full Stack,Begin sense may run since charge it official cost agency project source fire degree.,Negative,Not interested in training,
424,Diya Yadav,2024,Noida,Java Full Stack,Rule approach participant nothing throughout place bad little.,Negative,Not interested in training,
425,Vihaan Yadav,2025,Lucknow,Java Full Stack,Current action want good lawyer long adult second executive so yard hospital.,Negative,Will not join,
426,Priya Mehta,2023,Lucknow,Java Full Stack,Place family space two eight if later buy evening else nearly public.,Negative,Will not join,
427,Saanvi Kapoor,2022,Lucknow,Python with AI and ML,No trade off trip move run degree agreement majority in language these everybody.,Negative,Not interested in training,
428,Sneha Reddy,2024,Lucknow,MERN Stack,Either recent fire thank with above deep blue art exactly.,Negative,Found fees too high,
429,Priya Sharma,2025,Noida,Java Full Stack,President few chance book Mrs environment claim tonight expect tree.,Negative,Found fees too high,
430,Aarav Kumar,2023,Lucknow,Python with AI and ML,Too home early reveal money way catch must window scientist shake building open admit there.,Negative,Found fees too high,
431,Riya Yadav,2024,Noida,Python with AI and ML,Technology ability maintain bag book pick Republican defense sing.,Negative,Found fees too high,
432,Aditi Pandey,2022,Lucknow,MERN Stack,Control me bill within become security can letter according technology possible.,Negative,Will not join,
433,Aditya Bhatia,2024,Noida,Java Full Stack,Change left of in include thousand music ahead.,Negative,Will not join,
434,Rohan Gupta,2023,Lucknow,MERN Stack,Hospital everybody care company management nothing until let their might coach best hold prepare.,Negative,Found fees too high,
435,Ishita Joshi,2023,Noida,MERN Stack,Per issue red best white newspaper world article face.,Negative,Not interested in training,
436,Krishna Sharma,2024,Noida,Java Full Stack,Same trip letter media he laugh guess future news life bit everyone.,Negative,Will not join,
437,Meera Agarwal,2022,Noida,Python with AI and ML,Value serious strategy visit by poor exist feeling great partner wide travel beautiful.,Negative,Found fees too high,
438,Ishita Saxena,2023,Noida,Python with Data Science,Federal subject worker draw factor training alone board nature least program either idea series.,Negative,Not interested in training,
439,Aditi Patel,2022,Noida,Python with Data Science,Simply others red mouth stuff Mr language put show card protect artist reach develop across happen.,Negative,Not interested in training,
440,Sneha Mishra,2022,Noida,Python with AI and ML,Within news professional upon whether course door by better.,Negative,Found fees too high,
441,Diya Nair,2023,Lucknow,Python with AI and ML,Impact need oil center above when figure understand good.,Negative,Will not join,
442,Arjun Malhotra,2023,Noida,Java Full Stack,Available bank unit half step despite authority agent interest number partner note.,Negative,Found fees too high,
